ND,FCR,RCC,DWM,DWF,NM,NC,LAR,LAM,WR,NWP,NR,DWT,DM,DF,DLP,DDL,ALT,SD,PS,MV,WP,WT,category
35,4172,0.2335329341317365,0.6752136752136753,0.696969696969697,5,58,538,44,3,33,11115,0.4683544303797468,-1.0,-1.0,0.7088607594936709,0.1671858683542073,0.1671858683542073,F71-chrism@apache.org,F3-NA,F15-NA,UPM_UNCALLED_PRIVATE_METHOD,PERFORMANCE,open
2112,20046,0.1976284584980237,1.0,0.4963636363636364,6,61,314,21,2,52,6439,-0.3333333333333333,0.0,0.7142857142857143,0.3188405797101449,0.295307783478861,0.295307783478861,F71-shaie@apache.org,F3-NA,F15-NA,IS2_INCONSISTENT_SYNC,MT_CORRECTNESS,open
2112,20046,0.1976284584980237,1.0,0.3494949494949494,6,61,314,21,2,52,16155,-0.3333333333333333,0.0,0.7142857142857143,0.3188405797101449,0.295307783478861,0.295307783478861,F71-shaie@apache.org,F3-NA,F15-NA,IS2_INCONSISTENT_SYNC,MT_CORRECTNESS,close
384,6742,0.3333333333333333,1.0,0.3014705882352941,3,61,208,21,3,52,15897,-0.1363636363636363,0.0,1.0,0.4318181818181818,0.5912033041944769,0.5912033041944769,F71-chrism@apache.org,F3-NA,F15-NA,RI_REDUNDANT_INTERFACES,STYLE,close
1023,12202,0.3636363636363636,0.2307692307692307,0.6043956043956044,9,67,69,33,3,12,588,-0.138996138996139,-1.0,-1.0,0.3552123552123552,0.5912033041944769,0.5912033041944769,F71-jpountz@apache.org,F3-NA,F15-NA,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,open
937,11230,0.1854545454545454,1.0,0.158311345646438,5,30,107,26,3,7,7339,-0.1363636363636363,0.0,-1.0,0.4318181818181818,0.5912033041944769,0.5912033041944769,F71-rmuir@apache.org,F3-NA,F15-NA,RI_REDUNDANT_INTERFACES,STYLE,open
903,10810,0.1711711711711711,1.0,0.6910828025477707,8,30,97,26,3,7,7339,-0.4666666666666667,0.0,-1.0,0.1333333333333333,0.1671858683542073,0.1671858683542073,F71-rmuir@apache.org,F3-NA,F15-NA,SIC_INNER_SHOULD_BE_STATIC_NEEDS_THIS,PERFORMANCE,open
160,5103,0.1614906832298136,1.0,0.6590909090909091,8,30,198,26,3,7,7339,-0.4666666666666667,0.0,-1.0,0.1333333333333333,0.1671858683542073,0.1671858683542073,F71-rmuir@apache.org,F3-NA,F15-NA,SIC_INNER_SHOULD_BE_STATIC_NEEDS_THIS,PERFORMANCE,open
320,6197,0.4413223140495868,1.0,0.9158464566929134,10,14,1241,38,3,10,2316,-0.138996138996139,-1.0,-1.0,0.3552123552123552,0.5912033041944769,0.5912033041944769,F71-rmuir@apache.org,F3-NA,F15-NA,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,open
320,6197,0.4413223140495868,1.0,0.6909448818897638,10,14,1241,38,3,10,2316,-0.1489361702127659,-1.0,-1.0,0.2765957446808511,0.5912033041944769,0.5912033041944769,F71-rmuir@apache.org,F3-NA,F15-NA,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,STYLE,open
320,6197,0.4413223140495868,1.0,0.6919291338582677,10,14,1241,38,1,10,1875,-0.5,-1.0,-1.0,0.1666666666666666,0.5316591226389012,0.5316591226389012,F71-rmuir@apache.org,F3-NA,F15-NA,DMI_INVOKING_TOSTRING_ON_ARRAY,CORRECTNESS,open
254,5790,0.2873376623376623,1.0,0.9134107708553326,7,20,200,30,3,9,1899,-0.138996138996139,-1.0,-1.0,0.3552123552123552,0.5912033041944769,0.5912033041944769,F71-rmuir@apache.org,F3-NA,F15-NA,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,open
254,5790,0.2873376623376623,1.0,0.672650475184794,7,20,200,30,3,9,1899,-0.1489361702127659,-1.0,-1.0,0.2765957446808511,0.5912033041944769,0.5912033041944769,F71-rmuir@apache.org,F3-NA,F15-NA,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,STYLE,open
254,5790,0.2873376623376623,1.0,0.6737064413938754,7,20,200,30,1,9,1875,-0.5,-1.0,-1.0,0.1666666666666666,0.5316591226389012,0.5316591226389012,F71-rmuir@apache.org,F3-NA,F15-NA,DMI_INVOKING_TOSTRING_ON_ARRAY,CORRECTNESS,open
254,5790,0.3770491803278688,1.0,0.1677061677061677,18,20,406,30,1,9,1899,-0.2941176470588235,-1.0,-1.0,0.2352941176470588,0.5316591226389012,0.5316591226389012,F71-romseygeek@apache.org,F3-NA,F15-NA,NP_NULL_ON_SOME_PATH,CORRECTNESS,open
937,11236,0.2814207650273224,1.0,0.5708955223880597,6,14,909,24,2,2,7752,-0.3369565217391304,0.0,-1.0,0.2608695652173913,0.1671858683542073,0.1671858683542073,F71-shaie@apache.org,F3-NA,F15-NA,SIC_INNER_SHOULD_BE_STATIC,PERFORMANCE,open
907,10830,0.315668202764977,1.0,0.6161695447409733,15,45,131,201,3,7,881,-0.123076923076923,-1.0,-1.0,0.3538461538461538,0.5912033041944769,0.5912033041944769,F71-rmuir@apache.org,F3-NA,F15-NA,FE_FLOATING_POINT_EQUALITY,STYLE,open
747,9192,0.0636267232237539,1.0,0.0633928571428571,22,45,79,201,3,7,5872,-0.1363636363636363,0.0,-0.5,0.4318181818181818,0.5912033041944769,0.5912033041944769,F71-rmuir@apache.org,F3-NA,F15-NA,RI_REDUNDANT_INTERFACES,STYLE,open
747,9192,0.0636267232237539,1.0,0.9071428571428573,22,45,79,201,3,7,5872,-0.138996138996139,0.0,-0.5,0.3552123552123552,0.5912033041944769,0.5912033041944769,F71-rmuir@apache.org,F3-NA,F15-NA,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,close
313,6129,0.8,0.5,0.902439024390244,2,18,30,125,3,17,2306,-0.3846153846153846,-1.0,-1.0,0.2307692307692307,0.5912033041944769,0.5912033041944769,F71-mikemccand@apache.org,F3-NA,F15-NA,BC_UNCONFIRMED_CAST,STYLE,open
123,4860,0.1727861771058315,1.0,0.0784982935153583,13,66,518,97,3,23,1254,-0.1363636363636363,0.0,1.0,0.4318181818181818,0.5912033041944769,0.5912033041944769,F71-rmuir@apache.org,F3-NA,F15-NA,RI_REDUNDANT_INTERFACES,STYLE,close
166,5145,0.0746887966804979,1.0,0.0704960835509138,29,66,5,97,3,23,1254,-0.1363636363636363,0.0,1.0,0.4318181818181818,0.5912033041944769,0.5912033041944769,F71-rmuir@apache.org,F3-NA,F15-NA,RI_REDUNDANT_INTERFACES,STYLE,close
188,5307,0.5054945054945055,0.1762820512820513,0.4425863991081383,7,66,364,97,2,23,1416,-0.1666666666666666,-1.0,-1.0,0.3333333333333333,0.5316591226389012,0.5316591226389012,F71-rmuir@apache.org,F3-NA,F15-NA,NP_NULL_PARAM_DEREF,CORRECTNESS,open
162,5126,0.141711229946524,0.08,0.8979166666666667,11,66,1,97,2,23,1235,-0.3846153846153846,-1.0,-1.0,0.2307692307692307,0.5912033041944769,0.5912033041944769,F71-rmuir@apache.org,F3-NA,F15-NA,BC_UNCONFIRMED_CAST,STYLE,open
1023,12202,0.120627261761158,1.0,0.9553072625698324,5,100,2317,138,3,38,10332,-0.2672064777327935,0.0,-0.2,0.2995951417004048,0.1671858683542073,0.1671858683542073,F71-rmuir@apache.org,F3-NA,F15-NA,SIC_INNER_SHOULD_BE_STATIC_ANON,PERFORMANCE,open
490,7411,0.5063291139240507,1.0,0.6666666666666666,9,27,376,84,3,8,3520,-0.2672064777327935,0.0,-1.0,0.2995951417004048,0.1671858683542073,0.1671858683542073,F71-shaie@apache.org,F3-NA,F15-NA,SIC_INNER_SHOULD_BE_STATIC_ANON,PERFORMANCE,open
490,7411,0.3846153846153846,1.0,0.2054794520547945,18,27,141,84,3,8,3520,-0.1363636363636363,0.0,-1.0,0.4318181818181818,0.5912033041944769,0.5912033041944769,F71-shaie@apache.org,F3-NA,F15-NA,RI_REDUNDANT_INTERFACES,STYLE,open
